county,fips,year,sex,All,mage_bothsexes,age04,age59,age1014,age1519,age2024,age2529,age3034,age3539,age4044,age4549,age5054,age5559,age6064,age6569,age7074,age7579,age8084,age8589,age9094,age9599,age100104,source
Placer County,6061,2007,w,168495.2917,,11014.06223,11090.92231,12151.85281,9542.845225,9626.059008,9120.502357,9378.867079,11722.56826,12710.73762,13614.27935,12303.53065,11490.87912,9175.632375,7073.800619,5812.586243,4854.738618,4093.37455,2386.263124,999.6951722,291.3467768,40.74819255,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Plumas County,6063,2007,m,10276.85188,47.99528812,462.9424823,500.1408136,655.4206608,676.8289799,533.0398348,447.5689753,401.4690379,470.3283642,591.6241359,816.8611002,936.7396512,1022.431077,870.890698,671.2992263,466.3716863,370.6767978,220.7984696,119.9010146,34.50010568,5.634448333,1.384324264,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Plumas County,6063,2007,w,10319.14812,,472.2432962,468.1048193,640.547178,597.6483947,460.9235224,433.3701246,389.7856726,487.602782,650.0361323,904.1819819,1003.827398,992.3267072,812.4928209,617.7471078,456.1362019,380.3260491,283.8540611,177.7758419,66.69183538,22.58561261,0.940575172,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Riverside County,6065,2007,m,1035888.69,32.93938478,84771.59409,84761.1522,94321.03526,86343.99074,73156.3918,68294.48704,65846.86484,72180.60439,75276.96972,73876.40958,61741.25211,50950.24035,40048.11519,31431.17238,25988.89157,21720.24751,15346.39349,7666.286321,1864.441355,271.8754683,30.2747296,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Riverside County,6065,2007,w,1046767.31,,81616.29562,81578.5892,89661.0543,81871.25072,70164.6121,67348.50857,66581.85178,71414.10259,73672.60937,72298.91047,62361.3427,53945.1974,43661.94167,35545.35504,29984.50681,26791.63413,21364.50422,11652.68509,4215.515245,910.4423702,126.4004875,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Sacramento County,6067,2007,m,679642.2495,34.43539927,51965.9098,50130.84817,54342.59714,51724.28121,52165.27768,49870.26011,46815.06142,49478.14895,50406.93383,50804.38533,44754.926,38043.32342,26318.35996,18783.54175,15496.64171,12577.95073,8938.332136,5042.741013,1678.002857,272.5630668,32.16322925,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Sacramento County,6067,2007,w,708443.7505,,49865.02182,48058.23016,50953.50262,50070.73312,51988.1488,49632.13805,47184.40325,49451.30651,50707.08685,52994.5995,48513.06527,41970.68215,29953.73887,22924.33572,19269.19165,16994.51165,14325.32365,8703.846875,3783.289056,976.5979535,123.9969422,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
San Benito County,6069,2007,m,27582.865,33.57483109,2167.032415,2436.012689,2504.665147,2089.03193,1889.719237,1788.960724,1736.945731,2011.163407,2191.713974,2154.090511,1848.119778,1528.180312,1049.390873,732.9961441,548.7613862,399.9527112,276.297653,173.5694585,49.08773198,6.931424365,0.241758531,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
San Benito County,6069,2007,w,27417.135,,2169.930032,2233.98006,2371.525813,1895.312485,1763.021696,1751.022516,1719.386901,2071.55317,2218.457605,2154.091906,1855.770724,1478.078314,1107.9968,733.9979164,553.8505487,553.8329305,397.0099364,249.3858809,105.4618349,32.39062604,1.077306427,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
San Bernardino County,6071,2007,m,996552.292,31.0560473,82987.92469,83868.64054,93044.25345,89888.76534,78217.5697,71372.14825,65834.0875,69792.22144,71657.53838,71411.90315,61004.28572,49468.74122,34993.71074,24561.09058,18595.54564,14277.46731,9100.083227,4667.653092,1496.752993,286.7026791,25.20631787,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
San Bernardino County,6071,2007,w,1006098.708,,79023.72736,79793.6344,88774.6394,83332.3354,74396.72104,68682.4567,66872.28176,71140.93708,73084.84022,73333.65023,63765.78446,51190.45759,36862.22233,27474.43236,22530.73589,18731.89846,14396.59853,8298.420433,3340.922187,967.1982769,104.8139212,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
San Diego County,6073,2007,m,1513944.704,34.2264114,104288.0222,99782.52949,100700.3424,126887.3693,137283.2629,125115.6492,109950.6395,111798.2339,111548.79,110856.9528,96346.21034,80604.83859,57540.9631,40778.5149,32975.70325,28806.81397,21672.09598,12278.32362,3983.109548,677.4991135,68.83957189,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
San Diego County,6073,2007,w,1500220.296,,99718.39767,96043.09742,98171.19969,110045.2501,114752.1833,113307.9507,104005.905,108442.7628,109132.8045,110796.0773,100223.7355,85307.9167,62649.70054,47559.31506,40788.10431,37225.12427,32073.9335,19383.26479,8158.260507,2150.942529,284.3700758,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
San Francisco,6075,2007,m,401555.8992,37.71760507,16599.85493,14713.00054,13963.04648,18364.26946,32977.25581,44099.24757,39173.94097,39350.45917,35038.95161,31053.10635,28284.20748,25718.44299,17154.91231,12991.12331,10924.43058,9208.317606,6667.389579,3544.310955,1357.890964,337.0782555,34.66230274,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
San Francisco,6075,2007,w,389778.1008,,16160.04962,14242.93842,13648.95018,19493.30734,33749.00138,42577.25612,35475.80553,32471.29282,27990.18518,25807.74835,25721.33079,24645.05412,17518.45905,14472.43969,12849.35538,12116.62605,10241.24778,6276.036138,3161.600948,1043.562803,115.8531107,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
San Joaquin County,6077,2007,m,333609.415,32.17546576,28740.37001,28071.1445,30115.91884,27856.96735,24810.61171,23091.18436,21485.11077,23008.35307,23905.67329,23650.53424,20551.75031,17157.11366,12574.32146,8995.707864,6799.451926,5543.121214,4120.436679,2206.650033,739.3095141,171.4153191,14.26888596,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
San Joaquin County,6077,2007,w,336127.585,,27455.41504,26647.67006,28265.74738,25656.10552,23103.06332,22161.56988,21683.84018,22928.69645,23504.64036,23599.22163,20975.71181,18105.19175,13616.30944,10287.48122,8275.048865,7449.148295,6366.870739,3809.891603,1687.368906,489.9632919,58.62925324,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
San Luis Obispo County,6079,2007,m,135362.3071,38.47311992,6885.76575,6712.595022,7186.062431,14913.50753,12967.63802,8705.158024,7779.931459,8191.465503,9089.307108,10193.17524,10224.57029,9318.668209,6632.758182,4722.672177,3817.429505,3396.510017,2575.412087,1468.146739,466.0218667,105.6444585,9.867454338,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
San Luis Obispo County,6079,2007,w,128799.6929,,6654.911107,6485.74379,6776.387213,12162.32795,11015.23039,6854.869542,6328.570908,6995.734086,8125.498249,10002.39202,10415.74692,9079.316404,6894.643307,5151.849869,4424.252158,4230.084717,3643.805374,2218.39218,997.0342608,305.9695485,36.93293887,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
San Mateo County,6081,2007,m,346290.174,38.16292565,23521.10938,22257.68608,21946.45553,20739.73535,23022.18509,24662.82514,26151.60025,28072.12407,28103.13014,27810.3485,24964.93458,22009.59496,15501.63459,11524.91774,8604.015661,7397.319108,5606.87478,3145.012856,1034.297501,197.6305617,16.74214219,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
San Mateo County,6081,2007,w,357981.826,,22684.99348,21180.69636,20939.46381,18339.08162,21268.79357,23562.91604,25667.51081,28194.80043,28525.99817,28467.6788,26302.75949,23723.41706,17786.49905,13322.45974,10808.66317,9938.13642,8487.618155,5506.558059,2483.957832,694.3798763,95.44403752,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Santa Barbara County,6083,2007,m,209118.2361,33.54458143,13927.90547,13362.24272,13717.19135,22073.94048,20666.14571,14645.72421,13602.43089,13773.07446,13875.01688,14429.86938,13111.18934,11233.00181,8333.713044,6252.774049,5168.394479,4617.220804,3419.625665,2014.216828,703.8821323,178.8098396,11.86653885,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Santa Barbara County,6083,2007,w,207529.7639,,13486.73938,12706.40574,12841.90346,20783.27498,18595.98001,13078.99892,12186.98455,12727.94066,13543.88508,14320.46444,13304.3023,11615.45639,8933.776966,7026.873465,6199.601667,5804.120454,5168.163864,3157.636784,1504.505964,483.7186917,59.03014978,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Santa Clara County,6085,2007,m,874064.4616,35.42272382,64159.09431,60324.9327,59303.85056,58824.22852,63503.01374,65668.31509,70583.55313,74274.46932,73366.17,69273.38066,57056.14143,45829.13426,34129.62016,24824.37582,19015.05671,15021.01856,10803.33979,5717.052435,1966.912225,391.8005204,29.00164446,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Santa Clara County,6085,2007,w,862262.5384,,61366.39773,57601.53958,55930.66084,52978.00338,57486.1477,61684.47545,66468.59759,70292.97744,68393.84633,65680.37864,56749.93914,48384.54739,37109.91636,28727.98026,22687.80775,19393.05005,15898.26332,9701.790166,4320.376181,1258.391652,147.4514822,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Santa Cruz County,6087,2007,m,128554.3303,36.23507773,7887.938228,7709.556285,7319.60248,12429.01495,11594.77749,8768.842136,8322.154619,8944.459077,9179.501965,9925.986085,10198.71126,9407.962631,5898.631031,3492.228731,2472.184123,2050.098086,1620.945607,901.76055,338.1473309,83.76287543,8.06472451,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Santa Cruz County,6087,2007,w,129046.6697,,7499.471679,7202.866026,7082.801804,11825.28526,10842.32704,8343.003558,7753.029489,8630.508113,9121.263074,10153.98387,10441.4936,9066.503393,6050.178542,3808.951192,3029.183801,2834.620723,2586.943982,1652.385282,840.5368598,245.1254878,36.20696381,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Shasta County,6089,2007,m,86294.93823,41.03706445,5302.230528,5589.654202,6565.819411,6437.900354,5796.24467,4950.124683,4241.226316,4844.893163,5622.381905,6523.650026,6633.399742,6322.419563,5095.240891,3965.752203,2995.646139,2335.930835,1756.138197,934.8787152,297.3002924,77.79098178,6.315409628,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Shasta County,6089,2007,w,89554.06177,,5089.781932,5135.029164,6067.848999,6089.420731,5495.451364,4893.020201,4223.856228,5071.446269,6137.618871,7002.568413,7095.069266,6594.645769,5351.555663,4126.679249,3342.597691,2964.931243,2495.447197,1525.657404,665.9108309,168.8249562,16.70033167,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Sierra County,6091,2007,m,1695.798365,48.90444056,66.1658475,77.09416053,106.8869087,88.70208216,80.69912745,60.19730132,62.45987042,88.52580041,112.753091,155.2868318,152.296116,186.8498962,141.6159004,111.6542791,77.73496737,50.92228392,33.3918854,28.89029589,9.780610172,3.891109091,0,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Sierra County,6091,2007,w,1648.201635,,64.82665695,67.62771799,87.53864771,62.57942167,76.08337356,63.68782249,67.9790768,87.22407372,114.8168354,149.5879231,173.0345277,170.0282658,127.0875335,103.0425895,81.59960222,59.20404981,37.81526186,30.89575499,17.82422263,3.911174381,1.807102946,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Siskiyou County,6093,2007,m,22226.62727,45.86809874,1197.44663,1243.572056,1582.622541,1401.777023,1306.640445,1084.380743,940.5661289,1115.78764,1307.849969,1642.65562,1932.47754,1998.782503,1647.928789,1199.468615,907.4426385,753.3780989,552.8108076,293.1925319,98.84680407,17.64379834,1.356350851,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Siskiyou County,6093,2007,w,22635.37273,,1164.558147,1265.528323,1387.676091,1280.526467,1203.500788,976.1984818,892.46714,1123.475483,1372.689099,1897.513712,2096.148304,1998.812505,1581.99203,1158.558513,972.2306946,878.1720355,694.3554473,440.1781571,183.5140147,57.09195544,10.185338,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Solano County,6095,2007,m,206526.6084,36.11310211,14111.61935,14547.92139,15957.06417,15868.03159,15314.41116,14192.13518,13201.37846,14532.09708,16321.71694,16735.99547,15311.41781,13043.46555,8991.762671,6083.352833,4649.688655,3478.991249,2310.605061,1363.993845,434.9349861,70.84695061,5.17797193,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Solano County,6095,2007,w,206109.3916,,13430.12424,14120.83553,15294.34383,14391.00661,13904.54005,12931.09829,12683.64871,14038.07806,15752.08144,16754.5213,15754.96705,13215.13883,9431.65343,6734.722345,5568.147569,4798.143612,3857.719556,2253.405871,916.4180708,244.1152266,34.68201175,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Sonoma County,6097,2007,m,232651.0338,39.01727924,14702.00325,14749.79987,16265.65745,17205.21326,16528.65251,15512.86469,14187.64103,15792.7807,16926.16349,18261.4591,18068.80913,17036.59098,11997.82694,7698.819268,5721.319495,4819.582836,3850.869424,2326.197195,816.2814855,166.3548113,16.1468497,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Sonoma County,6097,2007,w,240335.9662,,14017.11278,14039.81434,15365.09951,16000.05479,15012.70951,14447.77832,13300.25843,15382.03973,17435.97926,19390.7484,19511.34397,18277.17735,13133.0117,8756.497094,6771.046001,6567.675265,6186.468863,4141.099078,1909.11144,609.2212679,81.71910892,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
